Product Name,ProductId,UserId,Rating,Description,category
Fisher-Price Rock-a-Stack,3001,103001,4.5,This classic stacking toy is perfect for babies and toddlers. It includes five brightly colored rings and a rocking base.,Baby Toys
VTech Sit-to-Stand Learning Walker,3002,103002,4.6,"This interactive walker features a removable activity panel with music, lights, and educational games to help babies develop fine motor skills and learn numbers, shapes, and colors.",Baby Toys
Baby Einstein Take Along Tunes Musical Toy,3003,103003,4.7,This musical toy plays seven classical melodies and features colorful lights that dance to the music. It's perfect for entertaining babies on the go.,Baby Toys
Nuby Ice Gel Teether Keys,3004,103004,4.5,These teething keys feature a soft silicone texture and can be chilled in the refrigerator for added relief for teething babies.,Baby Toys
Sassy Developmental Bumpy Ball,3005,103005,4.5,This bumpy ball features bright colors and multiple textures to stimulate babies' senses and encourage grasping and exploration.,Baby Toys
Lamaze Freddie The Firefly,3006,103006,4.6,"This soft toy features a colorful body with multiple textures, a rattling head, and crinkly wings to stimulate babies' senses and promote motor skills.",Baby Toys
Baby Banana Infant Training Toothbrush and Teether,3007,103007,4.5,This toothbrush and teether is designed to promote healthy oral hygiene and soothe teething gums. It features a soft silicone texture and is easy for babies to grasp.,Baby Toys
Manhattan Toy Winkel Rattle and Sensory Teether Toy,3008,103008,4.5,This teething toy features a colorful design with multiple textures and a rattle in the center to stimulate babies' senses and promote grasping and exploration.,Baby Toys
Oball Shaker,3009,103009,4.4,This colorful shaker toy features an easy-to-grasp design and multiple rattle sounds to stimulate babies' senses and promote motor skills.,Baby Toys
Bright Starts Clack and Slide Activity Ball,3010,103010,4.6,"This activity ball features multiple textures and activities, including a sliding frog and clacking beads, to promote motor skills and exploration.",Baby Toys
Skip Hop Explore and More Baby's View 3-Stage Activity Center,3011,103011,4.7,This activity center features a 360-degree rotating seat with multiple toys and activities to promote sensory exploration and motor skills for babies in different stages of development.,Baby Toys
Baby Einstein Bendy Ball Rattle Toy,3012,103012,4.5,This flexible ball features a colorful design and a rattling noise to stimulate babies' senses and promote grasping and exploration.,Baby Toys
VTech Busy Learners Activity Cube,3014,103014,4.6,"This interactive cube features five sides of activities, including spinning gears, a piano keyboard, and animal sounds, to promote fine motor skills and cognitive development in babies and toddlers.",Baby Toys
Tomy Hide & Squeak Eggs,3015,103015,4.7,This set of six eggs features a variety of faces and colors and a unique shape that encourages babies to sort and match them. They also make a squeaking noise when pressed.,Baby Toys
Baby Einstein Octoplush Plush Toy,3016,103016,4.6,This plush toy features a cute octopus design with multiple textures and a variety of classical melodies to stimulate babies' senses and promote cognitive development.,Baby Toys
Fisher-Price Brilliant Basics Corn Popper,3017,103017,4.5,This classic push toy features a bright design and popping balls to promote gross motor skills and sensory exploration for babies and toddlers.,Baby Toys
Manhattan Toy Skwish Classic Rattle and Teether Grasping Activity Toy,3018,103018,4.7,This teething toy features a unique design with colorful wooden beads that slide and squish to promote grasping and sensory exploration in babies.,Baby Toys
Bright Starts Grab and Spin Rattle,3019,103019,4.5,This rattle toy features a spinning frog character and a textured handle to promote grasping and exploration for babies.,Baby Toys
Lamaze Peek-A-Boo Forest Soft Book,3020,103020,4.6,This soft book features a variety of colorful pages with crinkly textures and a cute forest theme to promote cognitive development and sensory exploration in babies.,Baby Toys
Nuby Soothing Teething Mitten with Hygienic Travel Bag,3021,103021,4.5,This teething mitten fits over babies' hands and features a soft silicone texture and crinkly noise to soothe teething gums. It also comes with a travel bag for hygienic storage.,Baby Toys
Skip Hop Silver Lining Cloud Jitter Stroller Toy,3022,103022,4.5,This stroller toy features a cute cloud design with colorful ribbons and a jittering motion to promote sensory exploration and fine motor skills in babies on the go.,Baby Toys
VTech Baby Lil' Critters Spin and Discover Ferris Wheel,3023,103023,4.5,"This interactive toy features a spinning ferris wheel with lights, music, and animal sounds to promote cognitive development and sensory exploration in babies and toddlers.",Baby Toys
Infantino Textured Multi Ball Set,3024,103024,4.6,This set of six textured balls features bright colors and multiple textures to promote sensory exploration and grasping skills in babies.,Baby Toys
Fisher-Price Laugh & Learn Smart Stages Puppy,3025,103025,4.7,"This interactive puppy toy features over 50 songs, tunes, and phrases to promote cognitive development and sensory exploration in babies and toddlers. It also has three levels of play to grow with the child.",Baby Toys
Infantino Grow-With-Me Activity Gym and Ball Pit,3027,103027,4.5,This activity gym features a colorful design with detachable toys and a ball pit option to promote gross motor skills and sensory exploration in babies.,Baby Toys
Manhattan Toy Winkel Rattle and Sensory Teether Toy,3028,103028,4.7,This teething toy features a unique design with colorful plastic loops that babies can grasp and chew on. It also has a rattle noise for sensory exploration.,Baby Toys
Nuby Ice Gel Teether Keys,3029,103029,4.5,This teether toy features a set of plastic keys filled with a cooling gel to soothe teething gums. It also has multiple textures for sensory exploration.,Baby Toys
Playgro My First Bead Buddies Giraffe for Baby,3030,103030,4.5,This bead toy features a cute giraffe design with multiple colors and textures to promote sensory exploration and grasping skills in babies.,Baby Toys
Lavender Soap,1,user123,4.5,This soap has a lovely lavender scent and leaves my skin feeling soft and smooth.,Floral
Rose Bouquet,2,user456,4,The roses in this bouquet are gorgeous and smell amazing. They were delivered on time and in great condition.,Floral
Gardenia Candle,3,user789,3.5,"This candle has a nice gardenia scent, but it doesn't last very long. The packaging is pretty, though.",Floral
Sunflower Seeds,4,user101,4,These sunflower seeds are delicious and make a great snack. They're also a good source of protein.,Floral
Jasmine Tea,5,user234,5,This jasmine tea is fragrant and flavorful. It's perfect for relaxing after a long day.,Floral
Tulip Bouquet,6,user567,4.5,The tulips in this bouquet are bright and cheerful. They were delivered quickly and looked great on my dining table.,Floral
Orchid Plant,7,user890,3,"This orchid plant is pretty, but it's a bit tricky to care for. It needs a lot of light and attention.",Floral
Peony Perfume,8,user123,4,"This perfume has a lovely peony scent. It's not too overpowering, but it lasts a long time.",Floral
Wildflower Honey,9,user456,4.5,This honey is delicious and has a unique floral flavor. It's great on toast or in tea.,Floral
Daisy Bouquet,10,user789,3.5,"The daisies in this bouquet are cute, but they don't have much of a scent. They were delivered on time, though.",Floral
Lavender Body Lotion,1001,user_001,4,This body lotion has a beautiful lavender scent that is not too overpowering. It absorbs quickly and leaves my skin feeling soft and moisturized.,Floral
Rose Water Spray,1002,user_002,4.5,This rose water spray is perfect for refreshing my skin throughout the day. It has a lovely floral scent and doesn't feel sticky or heavy on my skin.,Floral
Gardenia Perfume,1003,user_003,3.5,"This gardenia perfume has a sweet and floral scent that lasts for a few hours. However, I wish it was a bit stronger and lasted longer.",Floral
Sunflower Bouquet,1004,user_004,4,This sunflower bouquet is so cheerful and brightens up any room. The flowers were delivered in great condition and lasted for over a week.,Floral
Jasmine Body Wash,1005,user_005,5,This jasmine body wash has an amazing floral scent that lingers on my skin for hours. It also lathers well and doesn't dry out my skin.,Floral
Tulip Bulbs,1006,user_006,4.5,These tulip bulbs were easy to plant and grew into beautiful flowers. I love the variety of colors that came in the pack.,Floral
Orchid Necklace,1007,user_007,3,"This orchid necklace is pretty and unique, but the chain feels a bit flimsy. I also wish the pendant was a bit bigger.",Floral
Peony Lip Balm,1008,user_008,4,This peony lip balm has a subtle floral scent and keeps my lips moisturized throughout the day. It's also a cute accessory to carry around.,Floral
Wildflower Seeds,1009,user_009,4.5,These wildflower seeds were easy to plant and grew into a beautiful mix of colors and varieties. They also attracted a lot of bees and butterflies to my garden.,Floral
Daisy Hair Clip,1010,user_010,3.5,"This daisy hair clip is cute and adds a pop of color to my hair. However, the clip feels a bit flimsy and doesn't hold my hair very well.",Floral
Lavender Tea,1011,user_011,4.5,This lavender tea has a calming and soothing aroma that helps me relax before bed. It has a subtle floral flavor that's not too strong.,Floral
Rose Bath Salts,1012,user_012,4,These rose bath salts have a lovely floral scent that makes my bath experience more relaxing. They dissolve easily and don't leave any residue in the tub.,Floral
Hibiscus Shower Gel,2001,user_101,4,This hibiscus shower gel has a refreshing floral scent that wakes me up in the morning. It also lathers well and doesn't dry out my skin.,Floral
Jasmine Scented Candle,2002,user_102,5,This jasmine scented candle fills my room with a beautiful floral aroma that's not too overpowering. It also burns evenly and lasts a long time.,Floral
Peony Body Mist,2003,user_103,4.5,This peony body mist has a light and airy floral scent that's perfect for everyday wear. It also doesn't irritate my skin or leave any residue.,Floral
Lavender Essential Oil,2004,user_104,4,This lavender essential oil has a relaxing and calming aroma that helps me unwind before bed. It's also great for aromatherapy and massage.,Floral
Hibiscus Face Toner,1014,user_014,4.5,This hibiscus face toner has a refreshing floral scent and helps to balance my skin's pH level. It also leaves my skin feeling hydrated and plump.,Floral
Peony Candle,1015,user_015,4,This peony candle has a beautiful floral scent that fills my room. It burns evenly and lasts for a long time.,Floral
Iris Shower Gel,1016,user_016,3.5,This iris shower gel has a light floral scent that doesn't linger on my skin. It lathers well and doesn't dry out my skin.,Floral
Daffodil Bouquet,1017,user_017,4,This daffodil bouquet is so cheerful and brightens up my home. The flowers were delivered in great condition and lasted for over a week.,Floral
Jasmine Essential Oil,1018,user_018,5,This jasmine essential oil has a beautiful floral aroma that helps me to relax and unwind. It's also great for adding to my skincare routine.,Floral
Lavender Sachets,1019,user_019,4.5,These lavender sachets have a lovely floral scent that helps me to sleep better at night. They also keep my closet smelling fresh and clean.,Floral
Rosewater Hand Cream,1020,user_020,3,"This rosewater hand cream has a light floral scent and absorbs quickly into my skin. However, I wish it was more moisturizing for my dry hands.",Floral
Gardenia Body Wash,1021,user_021,4,This gardenia body wash has a sweet and floral scent that lingers on my skin. It lathers well and doesn't leave any residue on my skin.,Floral
Sunflower Seeds,1022,user_022,4.5,These sunflower seeds were easy to plant and grew into beautiful and tall flowers. They also attracted a lot of birds to my garden.,Floral
Orchid Hair Pins,1023,user_023,3.5,"These orchid hair pins are pretty and unique, but they feel a bit heavy on my hair. I also wish they came in a bigger variety of colors.",Floral
Peony Bath Bomb,1024,user_024,4.5,This peony bath bomb has a lovely floral scent that makes my bath experience more luxurious. It also leaves my skin feeling soft and smooth.,Floral
Wildflower Bouquet,1025,user_025,4,This wildflower bouquet is so colorful and diverse. The flowers were delivered in great condition and lasted for over a week.,Floral
Korean Skincare Set,2001,user_101,4.5,"This Korean skincare set includes a cleanser, toner, essence, and moisturizer. It has transformed my skin and given me a glowing and clear complexion.",Multi-Cultural
African Print Headwrap,2002,user_102,4,This African print headwrap is vibrant and beautiful. It's easy to tie and stays in place all day.,Multi-Cultural
Indian Spices Gift Set,2003,user_103,4.5,This Indian spices gift set includes a variety of spices that are essential in Indian cuisine. They add so much flavor to my dishes.,Multi-Cultural
Latin American Cookbook,2004,user_104,5,This Latin American cookbook has a variety of authentic and delicious recipes from different Latin American countries.,Multi-Cultural
Japanese Tea Set,2005,user_105,4,"This Japanese tea set is elegant and comes with a teapot, cups, and a tray. It's perfect for serving tea to guests.",Multi-Cultural
Nigerian Shea Butter,2006,user_106,4.5,This Nigerian shea butter is rich and moisturizing. It has improved the texture of my skin and has helped to heal my dry patches.,Multi-Cultural
Mexican Embroidered Blouse,2007,user_107,4,This Mexican embroidered blouse is colorful and unique. It's perfect for dressing up or dressing down.,Multi-Cultural
Chinese Calligraphy Set,2008,user_108,3.5,"This Chinese calligraphy set includes brushes, ink, and paper. It's great for practicing calligraphy and learning Chinese characters.",Multi-Cultural
African Black Soap,2009,user_109,4.5,This African black soap is gentle and effective. It has helped to clear up my acne and has improved the overall appearance of my skin.,Multi-Cultural
Jamaican Jerk Seasoning,2010,user_110,4,"This Jamaican jerk seasoning adds a spicy and flavorful kick to my dishes. It's great on chicken, pork, and vegetables.",Multi-Cultural
Thai Massage Mat,2011,user_111,3.5,This Thai massage mat is comfortable and supportive. It's great for stretching and practicing yoga.,Multi-Cultural
Korean Face Masks,2012,user_112,4.5,These Korean face masks are hydrating and refreshing. They leave my skin feeling soft and moisturized.,Multi-Cultural
Brazilian Bikini,2013,user_113,4,This Brazilian bikini is sexy and flattering. It's perfect for the beach or pool.,Multi-Cultural
Moroccan Argan Oil,2014,user_114,4.5,This Moroccan argan oil is nourishing and moisturizing. It has helped to smooth and soften my hair and has reduced frizz.,Multi-Cultural
Turkish Tea Set,2015,user_115,4,"This Turkish tea set is beautiful and functional. It comes with a teapot, glasses, and a tray. It's perfect for serving tea to guests.",Multi-Cultural
South Asian Cookbook,2016,user_116,5,"This South Asian cookbook has a variety of delicious recipes from different South Asian countries. It includes recipes for curries, biryanis, and more.",Multi-Cultural
African Tribal Print Dress,2017,user_117,4.5,This African tribal print dress is colorful and eye-catching. It's perfect for a summer day or a night out.,Multi-Cultural
Japanese Sake Set,2018,user_118,4,This Japanese sake set is elegant and functional. It comes with a sake bottle and cups. It's perfect for serving sake to guests.,Multi-Cultural
Nigerian Jollof Rice Seasoning,2019,user_119,4.5,This Nigerian Jollof rice seasoning adds a flavorful and aromatic touch to my rice dishes. It includes a blend of herbs and spices that are essential in Nigerian cuisine.,Multi-Cultural
Mexican Handwoven Basket,2020,user_120,4,"This Mexican handwoven basket is versatile and unique. It's great for storing blankets, toys, or other household items.",Multi-Cultural
Chinese Tea Set,2021,user_121,3.5,"This Chinese tea set is beautiful and functional. It comes with a teapot, cups, and a tray. It's perfect for serving tea to guests.",Multi-Cultural
African Black Soap Bar,2022,user_122,4.5,This African black soap bar is gentle and effective. It has helped to clear up my acne and has improved the overall appearance of my skin.,Multi-Cultural
Jamaican Rum Cake,2023,user_123,4,This Jamaican rum cake is rich and delicious. It's perfect for a special occasion or as a gift.,Multi-Cultural
Thai Fisherman Pants,2024,user_124,3.5,"These Thai fisherman pants are comfortable and breathable. They're great for yoga, meditation, or lounging around the house.",Multi-Cultural
West African Kente Cloth,2026,user_126,4,This West African Kente cloth is vibrant and stunning. It's perfect for wearing as a wrap or using as a decorative piece.,Multi-Cultural
Indian Spice Set,2027,user_127,5,"This Indian spice set includes a variety of spices commonly used in Indian cuisine. It's perfect for adding flavor to curries, soups, and other dishes.",Multi-Cultural
Peruvian Alpaca Sweater,2028,user_128,4.5,This Peruvian alpaca sweater is soft and warm. It's perfect for chilly days and looks great with jeans or leggings.,Multi-Cultural
Lebanese Za'atar Spice Blend,2029,user_129,4,This Lebanese Za'atar spice blend is a mixture of herbs and spices that add a delicious flavor to a variety of dishes. It's perfect for sprinkling on bread or using as a seasoning for meat or vegetables.,Multi-Cultural
South African Rooibos Tea,2030,user_130,4.5,This South African Rooibos tea is delicious and caffeine-free. It's perfect for enjoying in the evening or anytime you want a soothing and calming beverage.,Multi-Cultural
Nigerian Ankara Dress,2031,user_131,4,This Nigerian Ankara dress is stylish and colorful. It's perfect for a special occasion or a night out.,Multi-Cultural
Japanese Ramen Bowl Set,2032,user_132,3.5,"This Japanese ramen bowl set is functional and attractive. It includes bowls, chopsticks, and spoons. It's perfect for serving ramen or other noodle dishes.",Multi-Cultural
Jamaican Jerk Seasoning,2033,user_133,4.5,This Jamaican jerk seasoning adds a spicy and flavorful kick to a variety of dishes. It's perfect for marinating meat or adding to soups and stews.,Multi-Cultural
Thai Curry Paste,2034,user_134,4,"This Thai curry paste is a blend of herbs and spices commonly used in Thai cuisine. It's perfect for adding flavor to curries, soups, and other dishes.",Multi-Cultural
Moroccan Mint Tea,2035,user_135,4.5,This Moroccan mint tea is refreshing and invigorating. It's perfect for enjoying on a hot day or as a pick-me-up anytime.,Multi-Cultural
Korean Kimchi,2037,user_137,4.5,"This Korean kimchi is a spicy and tangy side dish that's perfect for adding to rice bowls, sandwiches, or eating on its own.",Multi-Cultural
Egyptian Cotton Bed Sheets,2038,user_138,5,These Egyptian cotton bed sheets are soft and luxurious. They're perfect for getting a good night's sleep and making your bedroom look elegant and stylish.,Multi-Cultural
Tibetan Prayer Flags,2039,user_139,4,These Tibetan prayer flags are colorful and symbolic. They're perfect for hanging outside or indoors to bring a peaceful and positive energy to your space.,Multi-Cultural
Brazilian Coffee,2040,user_140,4.5,This Brazilian coffee is rich and full-bodied. It's perfect for enjoying in the morning or as a pick-me-up anytime.,Multi-Cultural
Mexican Handmade Pottery,2041,user_141,4,This Mexican handmade pottery is unique and beautiful. It's perfect for using as a decorative piece or for serving food.,Multi-Cultural
Nigerian Jollof Rice Seasoning,2042,user_142,4.5,This Nigerian Jollof rice seasoning adds a delicious and authentic flavor to your rice dishes. It's perfect for making Jollof rice or for adding to other rice dishes for an African twist.,Multi-Cultural
Persian Rug,2043,user_143,5,This Persian rug is handwoven and intricate. It's perfect for adding warmth and style to your home.,Multi-Cultural
Chinese Tea Set,2044,user_144,4,"This Chinese tea set is elegant and functional. It includes a teapot, cups, and a tray. It's perfect for enjoying a cup of tea with friends or for using as a decorative piece.",Multi-Cultural
Haitian Metal Art,2045,user_145,4.5,This Haitian metal art is unique and creative. It's perfect for using as a decorative piece or for hanging on a wall.,Multi-Cultural
Vietnamese Pho Soup Spices,2046,user_146,4,These Vietnamese pho soup spices are a blend of herbs and spices commonly used in pho noodle soup. They're perfect for adding flavor and authenticity to your homemade pho.,Multi-Cultural
Turkish Mosaic Lamp,2047,user_147,4.5,This Turkish mosaic lamp is colorful and beautiful. It's perfect for adding a warm and cozy ambiance to your home.,Multi-Cultural
